	text	labels	split
3165	Lebanon have taken over a million, Turkey have taken in over 2 million, Iraq have taken over 250,000, Jordan have taken in over 600,000 and Egypt have taken in over 150,000. The neighbouring Muslim countries have shown so much compassion for their fellow humans whereas we in Europe have been disgraceful.	0	train
3166	Benifits comes to mind	1	train
3167	No, the rest of Europe should stop. Germany invited them, Germany can have them.	1	train
3168	Wish the UK would shut their boarders now that should have been done yrs ago	0	train
3169	Ali Shaw, that is true, but now these people come to Europe instead of migrating to e.g. UAE, Saudi or the like	0	train
3170	Saudi and the UAE are not known to be welcoming countries. Why should we not take in our fair share of migrants. We (uk) are in large part responsible for what's happened in that part of the world.	0	train
3171	I just don't know what the answer is. I feel so sorry for all these people. Yes, I know that many are not true refugees fleeing from awful situations but it must be dreadful to be running away from terror and not finding a safe place for your family. As much as I don't know what the answer is, I am appalled by some of the nasty comments. Imagine your village, town or city is razed to the ground and suddenly you have nothing with nobody to help? What would you do?	0	train
3172	Go and stay in Georgia,Armenia,Chechnia,Albania	1	train
3173	why don't Islamic countries help ?!	0	train
3175	None of these Middle eastern countries are not members of 1951 refugee convention, so technically they don't have to accept any! Or else who wants to refugee to another stone age country.	1	train
3176	Barbara Abigail Ribashvili Islamic countries can refuse because it's not seen as racist like if the uk refuses	0	train
3177	Lim that so much hate words! Do u even live there?	0	train
3178	Joyce, there are always charities/agencies to help rebuild towns following destruction... We have seen that before with earthquakes, floods, hurricanes and other disasters..	0	train
3179	Lim mengsin do you know what you have said just a min before?	0	train
3180	Wester Europen and usa destroied they life. And this is his result.	0	train
3181	Doesn't matter how many they've taken they should take the lot Europe don't need	1	train
3182	Them	0	train
3183	Here	0	train
3184	I never heard Buddhist or Christian are terrorism.	1	train
3185	Lim but muslims love you:D	0	train
3186	And it's not Syrians alone now the whole region it's taking advantage to claim asylum in Europe the whole Africa	1	train
3187	North Africa I mean	0	train
3188	Joyce Bell they would have had the opportunity to have their refugee status established and papers issued to start new lives in safety but they refused to register in Hungary. If they were truly desperate as many of the first ones who ended up camping in Budapest Keleti railway station are, they would gratefully take any chance, even if it meant living in a railway station but thanks to Frau Merkel, everybody wants to get to Germany and leave Hungary out of the equation.	1	train
3190	It won't matter either way of the comments what our views are someone won't be happy that mp yrs ago was laughed at when he said shut the boarders or we will be sorry it will never stop he was right	1	train
3191	I find it extremely amusing that most individuals decreeing and demanding that Western Europe stops accepting migrants are people and countries in Eastern Europe. Basically people who are still in the dark ages, are still very much racist and well unwelcoming. I also suspect it is largely to do with the fact that they also come here to claim housing and welfare. FYI refugees in the UK and most Western European states are not entitled to any benefits. They receive a nominal amount of 15 to 20 pounds everyweek in vouchers and are given accommodation in a hostel. So seriously get off your high horse and before you preach hate look in the mirror. Read and get informed on the refugee laws... also check the statistics on the amount of EE workers who come here claim housing, benefits and work minimum wage jobs or alternatively work for cash in hand to avoid Tax payment. Those in glass houses shouldn't throw stones.... also an immigrant or refugee who has qualifications and studied his/her butt off aren't stealing your jobs if all you have is a gcse and want to get out of bed at midday..... Also remember WWII this is where we will be heading if you don't curb and limit this horrid mentality and way of thinking... no one is saying open the boarders... one is suggesting vetting and to stop dehumanising fellow humans simply because of their background, ethnicity or religious beliefs. SHAME!!!	1	train
3192	Tihomir, you are indeed correct. As the picture is beginning to clear, the vast majority of the immigrants are not from war torn Syria. While I would accept the genuine refugees, i.e. the persecuted Christians. The world of Islam should look after its own, from the Atlantic coast of Morocco to the Indonesian Archipelago. Moreover, very few are genuine refugees; even under the outdated conventions, as they have already passed through a number of safe havens e.g. Turkey.	1	train
3193	Countries such as UAE, Saudi are far larger than some of the European countries so can take on the migrants. Turkey alone geographically could fit the UK AND Germany into its country.	0	train
3194	Lim Mengsin, We Love You! If it's ok for you I liked to be your friend?	0	train
3195	Let's just intervene the war in Syria and end the source of the problem. Frankly, the war still raging there since Arab Spring 2011.	0	train
3196	yes there muslims country shall take there was mass massacre of christians in iraq, iran, syria , libya , why they want to come to western world then sound fishy and Arabs not helping in any way that also sounds fishy ...	1	train
3197	l	0	train
3198	Ali Shaw you have named 4 muslim countrys what about the other 48. Were does it say europe is under any obligation to take anyone	0	train
3199	Tihomir you may be right... hmm I rate your comment 9/ 11	0	train
3201	https://www.youtube.com/watch?v=wDBvtB2uUbc	0	train
3202	@Habab Mohd. One in four babies born in London last year, had parents that were not UK nationals. This, in itself, represents the receipt of benefits, and with all of what goes with that for the future, schooling etc, it represents a great deal of resources. It is not being bigoted to recognise the facts. It is being bigoted, though, to suggest it is bigoted, just because they are facts you may dispute, or they just don't suit you.	0	train
3203	Deliberately ignoring refugees to allow spread of Islam in West: Saudi official ‘We’re letting them go to Europe, isn’t that enough?’ “We are ignoring the issue as a strategic maneuver. If these refugees go and settle in the west then they will take the beacon of light i.e. Islam, with them,” an official from the Saudi government said. “What we are doing is waiting for them to set up camp so that they can show these infidel nations how to save themselves from kufr,” he said. The current plan seems to be to let the refugees find homes in Europe and then wait to see what happens. “We already have a lot of Muslims here… we don’t need any more. We could give those white people some refuge if they wanted though,” the official said and laughed. Syrians have an exceptionally hard time migrating to Arab countries and are often denied entrance to begin with. “Look let us be honest it’s like asking a Muslim man to let a Hindu into their homes. We’re letting them go to Europe, isn’t that enough?” the official asked. “Even if we did let them in where would they live? It’s all sand here. At least they’ve got water where they are right now,” the official said and laughed again. Akhtar Al Hassani, an activist from the USA: “Islam is meant to take over the world,” he said, and added: “The Arab world will never let the refugees in so they have to go elsewhere.” Saudi Arab has released similar statements. Some Muslim countries have decided to block apps like snapchat, candy crush saga and temple run in protest of EU migration policy. “Europe can really learn a thing or two from the hijrat-e-Madina,” Hassani said of the crisis. Meanwhile, the reaction from Saudi Arabia has been lauded by many Muslim countries as being highly appropriate and on point. “We can’t take any refugees because… errr we have this thing going on,” a statement from the country said. “We are working on ensuring we don’t create too many refugees out of the Yemen war. Is that not enough?” the statement questioned in closing. It remains to be seen whether this outrage from the Muslim Ummah will result in building the kind of pressure that is needed to help resolve the refugee issue. Imam, Al-Aqsa Mosque, Jerusalem: “Europe has become old and decrepit and needs human reinforcement….they are not motivated by compassion for the Levant, its people and its refugees,” said Ayed, adding, “Soon, we will trample them underfoot, Allah willing.” “Throughout Europe, all the hearts are enthused with hatred toward Muslims. They wish that we were dead, but they have lost their fertility, so they look for fertility in our midst,” he added. “We will give them fertility! We will breed children with them, because we shall conquer their countries!” Ayed stated that “whether you like it or not,” Americans, Italians, Germans and the French will be forced to take the “refugees”. “We shall soon collect them in the name of the coming Caliphate. We will say to you: these are our sons. Send them, or we will send our armies to you,” concluded Ayed. Ayed correctly outlines the fact that Europe is facing demographic disaster because its citizens have stopped having children. Italy’s current birth rate of 8.4 per 1,000 people is the lowest since 1861 and the picture is much the same across the rest of Europe, where population is only increasing as a result of mass immigration. Birth rates in the west are far lower than those in the Middle East and Sub-Saharan Africa, which is where most of the migrants are coming from. The notion of using mass migration as a form of stealth jihad is outlined in the Koran, which states, “And whoever emigrates for the cause of Allah will find on the earth many locations and abundance.” “To emigrate in the cause of Allah – that is, to move to a new land in order to bring Islam there, is considered in Islam to be a highly meritorious act,” Khabaristan Times KHABARISTANTIMES.COM	1	train
3204	@Tolousain Andreu. I understand that there may be up to six million Syrian refugees that have left Syria, into Lebanon, Jordan and Turkey, over this last four years. Other refugees remain in Syria, but living away from their home towns and regions.	0	train
3205	manyoko	0	train
3206	Agreed....it's not a refugee crisis anymore. Its a mass exodus, complicated and sabotaged by ISIS infiltration. It would be a Trojan Horse. Except they have announced it. And no one can or has done anything to stop it from happening.	1	train
3207	It was Enoch Powel who said close the flood gates.	1	train
3208	So right Stephen, habab we have university students who can't get decent jobs, we are not overrun with shirkers don't believe all the rubbish you read in right wing papers	1	train
3209	Says Tihomir who probably lives in the UK Xx	0	train
3210	Friendly Facebook group discussing and debating, everyone welcome https://m.facebook.com/groups/100569790292053?ref=bookmarks	0	train
3211	Why	0	train
3212	"Stephen Campbell ummmm Key Findings There were 698,512 live births in England and Wales in 2013, a decrease of 4.3% from 729,674 in 2012. In 2013, the Total Fertility Rate (TFR) decreased to 1.85 children per woman, from 1.94 in 2012. In 2013 the stillbirth rate fell to 4.7 per thousand total births, from 4.9 in 2012. The average age of mothers in 2013 increased to 30.0 years, compared with 29.8 years in 2012. Over a quarter (26.5%) of live births were to mothers born outside the UK; a small increase compared with 25.9% in 2012. Get all the tables for this publication in the data section of this publication . http://www.ons.gov.uk/ons/rel/vsob1/birth-summary-tables--england-and-wales/2013/stb-births-in-england-and-wales-2013.html But i understand you got that information from the DailyMail article published around the same time. Furthermore, Latest figures from the ONS show there are now 521,000 Polish-born residents of the UK - up from 75,000 in 2003. It makes the Poles the biggest UK community by foreign nationality - and the second (after India) by country of birth. The figures came out as part of the comprehensive annual population survey, which (at least until the census results emerge next year) give us a real insight in the demographics of Britain. http://www.theguardian.com/news/datablog/2011/may/26/foreign-born-uk-population Another source more recently and academic as well that backs up those numbers. That the highest foreign national births in the UK belong to India then Poland , followed by Pakistan and third, fourth and fifth is also occupied by EU member states. http://www.migrationobservatory.ox.ac.uk/briefings/migrants-uk-overview I propose to you sir based on your comnent that you are a bigot on the basis that you have an issue that apparently children being born in the UK belong to ""foreigners"" I.e. none whites so yeah it is prejudicial and has no room in our society. Just saying.... Also before you jump down my throat I don't care I am just proving you wrong. I also think dehumanising refugees or migrants is a great show of barbarism and lack of humanity."	0	train
